name,artist,tags,genre,valence,energy,danceability,acousticness,tempo,spotify_preview_url,spotify_id,tags_list,mood_tags,mood_text
Handshake Meet Pokerface,Less Than Jake,ska,,0.736,0.905,0.655,0.00643,115.104,https://p.scdn.co/mp3-preview/a860ab355bbc41352c620337a181a8509a24d8c2?cid=774b29d4f13844c495f206cafdad9c86,0nhY6gjzB5Ov0e3B18WHpW,['ska'],[],
Los Piratas,Los Auténticos Decadentes,"90s, ska",,0.75,0.898,0.604,0.0243,139.707,https://p.scdn.co/mp3-preview/54caea77698010f0c7e0708323493786c07d9f7e?cid=774b29d4f13844c495f206cafdad9c86,0lBUpW24DIl9MOUo1HEWd8,"['90s', 'ska']",[],
Thigh High Nylons,Mustard Plug,ska,Reggae,0.967,0.838,0.48,0.117,105.617,https://p.scdn.co/mp3-preview/4739bcca0b45ff3f46eb7d2e25275051822a5342?cid=774b29d4f13844c495f206cafdad9c86,0KzqeE752nSnkfZlnbnOKO,['ska'],[],
Rudy Got Soul,Desmond Dekker,"reggae, ska",Reggae,0.889,0.394,0.806,0.512,122.636,https://p.scdn.co/mp3-preview/ce21250342fbebc13a3a4f3ca7f052571b2b8a44?cid=774b29d4f13844c495f206cafdad9c86,0tyUdCsMvLDLH7i5dDVAbD,"['reggae', 'ska']",[],
Strangled,Osker,"punk, punk_rock, ska",,0.537,0.928,0.247,0.0502,186.944,https://p.scdn.co/mp3-preview/7edb45c104b7fedfefd96745fa72123527f3ee94?cid=774b29d4f13844c495f206cafdad9c86,2HTMqf14ehJHOIKnlwCBWa,"['punk', 'punk_rock', 'ska']",[],
"One MC, One Delay",Don Johnson Big Band,"rap, hip_hop, ska",Rap,0.96,0.901,0.865,0.045,125.022,https://p.scdn.co/mp3-preview/cb0e6fc86f81dd44ef93379df610b9aba4edf753?cid=774b29d4f13844c495f206cafdad9c86,02c1c4dX23iY21M7yspBs6,"['rap', 'hip_hop', 'ska']",[],
Mystic Man,Peter Tosh,"reggae, ska",Reggae,0.766,0.546,0.783,0.0447,136.375,https://p.scdn.co/mp3-preview/1fdcc92a3a422a8cc292b09b62024522920b3450?cid=774b29d4f13844c495f206cafdad9c86,06ZmDlSTDBtdhYO7vb58Wn,"['reggae', 'ska']",[],
Naval Xixon,Ska-P,ska,Reggae,0.748,0.843,0.699,0.0113,106.031,https://p.scdn.co/mp3-preview/c4a96424b5f93f52dfb89de17ba008c24e268cf2?cid=774b29d4f13844c495f206cafdad9c86,13ZYIzN5q2xJ04VCWcN6zg,['ska'],[],
(We All Have To) Burn Something,Big D And The Kids Table,ska,,0.834,0.84,0.63,0.0406,105.751,https://p.scdn.co/mp3-preview/42b31de112fd8013330d3d2172502488d37f424d?cid=774b29d4f13844c495f206cafdad9c86,6igfSVpEj6cLW0K4yALf5J,['ska'],[],
Kamikazeherz,Bosse,"indie, german, ska",Rock,0.328,0.716,0.367,0.000298,169.34,https://p.scdn.co/mp3-preview/5f0b6e645791b85f64e78c9c2e50723a93830cb3?cid=774b29d4f13844c495f206cafdad9c86,79Of2q6MlrJEGxdj21tC00,"['indie', 'german', 'ska']",[],
Cowboy Coffee,The Mighty Mighty Bosstones,ska,,0.973,0.826,0.511,0.0458,122.706,https://p.scdn.co/mp3-preview/84c64c969eec2cf04518cf4679e07feeac1aff22?cid=774b29d4f13844c495f206cafdad9c86,2U4IgcwGPhekNSrMzAi7eB,['ska'],[],
Whatcha Gonna Do,Mad Caddies,"acoustic, ska",,0.484,0.293,0.766,0.795,131.641,https://p.scdn.co/mp3-preview/a1d24eec862806f5c9af98cdea1c66241dbc5656?cid=774b29d4f13844c495f206cafdad9c86,1v4A3CwC3YgLRzEeMh8les,"['acoustic', 'ska']",['acoustic'],acoustic
You Guys Want One Of These?,The Flatliners,"punk, ska",Punk,0.42,0.994,0.475,2.13e-05,94.016,https://p.scdn.co/mp3-preview/bd879d15df2f6859494af5fa34802eb8ba4eba12?cid=774b29d4f13844c495f206cafdad9c86,07Af1F9BSV5MFk8AlFcROD,"['punk', 'ska']",[],
Pyramid Scheme,Mad Caddies,ska,Reggae,0.957,0.939,0.652,0.00243,143.982,https://p.scdn.co/mp3-preview/2edd2823b7c5590cd53a914e9a2dba863b1f5fad?cid=774b29d4f13844c495f206cafdad9c86,1Q1nsqpjX8prjpSQqgKg9o,['ska'],[],
Cousin Cleotis,Capdown,ska,,0.583,0.983,0.349,0.000237,93.616,https://p.scdn.co/mp3-preview/b36f46a01621bb3bde0ab60ed5634fcf41642f94?cid=774b29d4f13844c495f206cafdad9c86,37Rp41q9wSJPXPMU2Q3nAV,['ska'],[],
Devil In My DNA,Less Than Jake,"rock, alternative, punk, punk_rock, ska",Reggae,0.728,0.969,0.427,0.00488,196.125,https://p.scdn.co/mp3-preview/41bb175ef775323706bb89520a6c83128d020201?cid=774b29d4f13844c495f206cafdad9c86,37nmPuQZZX96vwBAOMX8yR,"['rock', 'alternative', 'punk', 'punk_rock', 'ska']",[],
Big,Less Than Jake,"punk, ska",Rap,0.628,0.987,0.207,3.6e-06,128.415,https://p.scdn.co/mp3-preview/9ce9a68623c51a7329179825c739a8154f4e08fe?cid=774b29d4f13844c495f206cafdad9c86,1TGYS0y80XcfSLDzN5UD2I,"['punk', 'ska']",[],
Hey Luno,The Aquabats,ska,Reggae,0.651,0.939,0.355,0.000826,95.715,https://p.scdn.co/mp3-preview/93d3f22448cf8ee228b5ac8a96c0a2d56679f14c?cid=774b29d4f13844c495f206cafdad9c86,1zbWA7lztp9o3jloVaSKgA,['ska'],[],
Cadillacs,Los Fabulosos Cadillacs,ska,,0.966,0.774,0.642,0.287,122.188,https://p.scdn.co/mp3-preview/d552a250cb8fd1f85881bc3b98a46c26c7d13330?cid=774b29d4f13844c495f206cafdad9c86,15N9JBCrSMoGoK2AXrPAXO,['ska'],[],
On My Side,Ra,"rock, alternative_rock, ska",,0.186,0.786,0.481,0.000173,80.9,https://p.scdn.co/mp3-preview/0c152451c300727145ccf1f8078cef0e8018d2f9?cid=774b29d4f13844c495f206cafdad9c86,58A37O0V1RiuQgmvkeqAeM,"['rock', 'alternative_rock', 'ska']",[],
This Is Giving Up,The Flatliners,"punk, hardcore, punk_rock, 00s, ska",Punk,0.469,0.998,0.467,9.42e-05,109.966,https://p.scdn.co/mp3-preview/3a99ffcabb1bcad98a2fb1c5dba11eb68ee1c904?cid=774b29d4f13844c495f206cafdad9c86,4yxsQpD2mSBLBi7uOXeI7C,"['punk', 'hardcore', 'punk_rock', '00s', 'ska']",[],
Hey! Woo! Yea!,The Forces of Evil,"punk, ska",Reggae,0.465,0.85,0.321,0.0176,186.95,https://p.scdn.co/mp3-preview/76e8b87ceeec444050ca47b9c86915341506be28?cid=774b29d4f13844c495f206cafdad9c86,2XKbiyzY3JB0RZw87sHTZ3,"['punk', 'ska']",[],
Bury It Down Low,RX Bandits,"rock, reggae, ska",,0.836,0.716,0.499,0.00206,91.87,https://p.scdn.co/mp3-preview/c25a04304faa58926a83b89dfb4be3b52e511583?cid=774b29d4f13844c495f206cafdad9c86,5pXqeFPdysU4p9nM5wAstM,"['rock', 'reggae', 'ska']",[],
The Lining Is Silver,Relient K,"alternative, pop_rock, ska",,0.715,0.818,0.682,0.00158,131.982,https://p.scdn.co/mp3-preview/be76392d7549409b380ca2e3f28cd1dcbd64e0ff?cid=774b29d4f13844c495f206cafdad9c86,08gJLqK2LjKBZOzYRoxd0u,"['alternative', 'pop_rock', 'ska']",[],
My Hair,Skankin' Pickle,ska,,0.909,0.875,0.49,0.000434,192.065,https://p.scdn.co/mp3-preview/f55d4b907d396477b38f7a197466b84be1585567?cid=774b29d4f13844c495f206cafdad9c86,1VKht5zqWV0MPRZgAPWlKB,['ska'],[],
Decadencia,Ska-P,ska,Rock,0.648,0.995,0.632,0.000792,117.027,https://p.scdn.co/mp3-preview/b44cac8ffcdde5605b3892bc2ca379cea81425ad?cid=774b29d4f13844c495f206cafdad9c86,3jYxIntPES2triQLMKbaMC,['ska'],[],
Freedom Street,Ken Boothe,"reggae, ska",,0.972,0.511,0.893,0.264,128.737,https://p.scdn.co/mp3-preview/7b15f30ec2c4453bb89d53360ce135db98ed9c8b?cid=774b29d4f13844c495f206cafdad9c86,066rw0gh1Lnd5KzdTTgUKG,"['reggae', 'ska']",[],
Tony Adams,Joe Strummer and the Mescaleros,"rock, alternative, british, ska",Rock,0.761,0.885,0.734,0.112,102.986,https://p.scdn.co/mp3-preview/d148db2dd91795e5a58d6bb11069b61e4235cb90?cid=774b29d4f13844c495f206cafdad9c86,5tWRZN0MM9FAwvLlbYc1Lp,"['rock', 'alternative', 'british', 'ska']",[],
Head In My Hands,The Expendables,ska,,0.658,0.628,0.484,0.00235,163.555,https://p.scdn.co/mp3-preview/3c422c7b0120291ffb03da24190a8abeffc03ea4?cid=774b29d4f13844c495f206cafdad9c86,0uNORsKDVLoz4Lttgs4LLg,['ska'],[],
Goleta,Mad Caddies,ska,,0.971,0.873,0.707,0.0332,99.143,https://p.scdn.co/mp3-preview/5cd38ebf2870dcc3bc0bbaecbf7f8a83acaff8b2?cid=774b29d4f13844c495f206cafdad9c86,3yWJJDJ8uk6wCgEQeB6G1x,['ska'],[],
You're Gonna Pay,The Toasters,ska,,0.848,0.926,0.431,0.0222,175.977,https://p.scdn.co/mp3-preview/e5a685cc685820e378624fdaa0a4563a48e7c02c?cid=774b29d4f13844c495f206cafdad9c86,16v4P8dLZzSgv7hdxk3orm,['ska'],[],
...And The World Files For Chapter 11,The Flatliners,"rock, punk, ska",Punk,0.425,0.993,0.527,0.000147,113.042,https://p.scdn.co/mp3-preview/ae34d811b04b50fe5d8a00cb3e3530797767f3ef?cid=774b29d4f13844c495f206cafdad9c86,02OB7lmwoKwgrf2zhFzDs7,"['rock', 'punk', 'ska']",[],
Ball Of Fire,The Skatalites,ska,Rock,0.637,0.474,0.813,0.0293,139.248,https://p.scdn.co/mp3-preview/4a778c84ff55407f36ecd7a9499abe845b2c6776?cid=774b29d4f13844c495f206cafdad9c86,351NAqpOECQBfyQB5ezspU,['ska'],[],
Starvation,The Pioneers,"reggae, ska",,0.863,0.563,0.689,0.0743,87.454,https://p.scdn.co/mp3-preview/b0ffb72a104e937077977e6b37de032ee35b5e91?cid=774b29d4f13844c495f206cafdad9c86,0mRGw9OtXazJDyQx7RW13k,"['reggae', 'ska']",[],
Funky Fire,The Aggrolites,"soul, funk, reggae, ska",Reggae,0.964,0.825,0.813,0.283,123.34,https://p.scdn.co/mp3-preview/112c7a83128eff38ef570079918ca08d90cfad5f?cid=774b29d4f13844c495f206cafdad9c86,0LIjbxBpG2GhoXmixZhqof,"['soul', 'funk', 'reggae', 'ska']",[],
Moscow Fever,Slonovski Bal,ska,,0.856,0.836,0.728,0.39,124.971,https://p.scdn.co/mp3-preview/6b9c891d6127b3fe5ad0d34c0bea8f03d4631751?cid=774b29d4f13844c495f206cafdad9c86,3m0QHIfF4LeKIdCn5w0dhF,['ska'],[],
Murdera,Sublime with Rome,"rock, punk, reggae, ska",,0.762,0.759,0.54,0.0585,84.936,https://p.scdn.co/mp3-preview/d294071271ecb899b09c55f4f980b4d886485d92?cid=774b29d4f13844c495f206cafdad9c86,41j4JexVBNHHkiWqqCY5bz,"['rock', 'punk', 'reggae', 'ska']",[],
Riding for a Fall,Mad Caddies,"reggae, ska",,0.541,0.745,0.651,0.146,148.038,https://p.scdn.co/mp3-preview/27ed30bbad19939702b08d5b36433004d1ab0d9b?cid=774b29d4f13844c495f206cafdad9c86,1NPeNQLmdkDdtj83rCol2M,"['reggae', 'ska']",[],
Freedom Sounds,The Skatalites,ska,Reggae,0.632,0.515,0.625,0.102,136.301,https://p.scdn.co/mp3-preview/027624639430528c37c197d73b21f7dea0bea5e8?cid=774b29d4f13844c495f206cafdad9c86,2VL0wJ8JQdCUh88Hexb3yG,['ska'],[],
Andate,Todos Tus Muertos,"punk, reggae, ska",,0.611,0.618,0.842,0.017,102.557,https://p.scdn.co/mp3-preview/d3dd09ee1f1dc5c61c2e849def5ade5d06f019ed?cid=774b29d4f13844c495f206cafdad9c86,22JSgk2qeoMSv1wiuJHaVi,"['punk', 'reggae', 'ska']",[],
Castaways,Common Rider,"punk_rock, ska",,0.766,0.81,0.448,0.0107,172.044,https://p.scdn.co/mp3-preview/7468f6353f287d13f0e868a8ce390b7c692f1ced?cid=774b29d4f13844c495f206cafdad9c86,0GMB3xqZZQIgzoMQY19Tlh,"['punk_rock', 'ska']",[],
Corazón,Los Auténticos Decadentes,ska,,0.855,0.773,0.702,0.489,90.415,https://p.scdn.co/mp3-preview/830f8de6b456426e7d8b7121863a0432a7575ea8?cid=774b29d4f13844c495f206cafdad9c86,12NW2sUhBFz5VUxDZTp3Op,['ska'],[],
Algo Mejor,The Locos,ska,Reggae,0.87,0.954,0.513,0.00326,181.992,https://p.scdn.co/mp3-preview/e11e3bd6b74d50a98aa033318782ca6c58243dd8?cid=774b29d4f13844c495f206cafdad9c86,3hso9pLy6iNbLJfE3Q1Odx,['ska'],[],
Everyday Sunshine,Fishbone,"funk, ska",,0.358,0.995,0.353,0.0206,110.774,https://p.scdn.co/mp3-preview/eaf13ed1f689bcdde4a88f0e45827c4e3f6d8237?cid=774b29d4f13844c495f206cafdad9c86,0cbyy0ZFKuAwkQ5X104l8X,"['funk', 'ska']",[],
Warrior Poet,Tomorrows Bad Seeds,"reggae, ska",Rock,0.766,0.784,0.634,0.0252,162.06,https://p.scdn.co/mp3-preview/3499fe926af3610426bf650d8ba9369f9a8e0988?cid=774b29d4f13844c495f206cafdad9c86,2IEQwdboYFUkhT88XCQQ8P,"['reggae', 'ska']",[],
Want Fi Goh Rave,Linton Kwesi Johnson,"reggae, ska",Reggae,0.861,0.418,0.754,0.000369,129.2,https://p.scdn.co/mp3-preview/cd6f00032a4a4a49a0fecb26db58e1516bbef0e4?cid=774b29d4f13844c495f206cafdad9c86,0khOEyxTZuiiCnxMM2NawA,"['reggae', 'ska']",[],
Creature Feature,311,"alternative, 90s, reggae, ska",,0.476,0.629,0.527,0.0606,133.653,https://p.scdn.co/mp3-preview/fa1eb9093ede14367b2f231ff3ff5869c9d24c5f?cid=774b29d4f13844c495f206cafdad9c86,4P3OOVXnOjbgfvEvuiupDj,"['alternative', '90s', 'reggae', 'ska']",[],
These Words Are Bullets,The Flatliners,"punk, punk_rock, ska",Punk,0.194,0.995,0.317,4.51e-05,94.414,https://p.scdn.co/mp3-preview/f0bc9d36286b84d881940d2c879be1a0f995e4b5?cid=774b29d4f13844c495f206cafdad9c86,0qHThw8SmwyD77jVzpID2V,"['punk', 'punk_rock', 'ska']",[],
Love Is Overdue,Gregory Isaacs,"reggae, ska",,0.623,0.427,0.807,0.474,76.085,https://p.scdn.co/mp3-preview/26922556a11457fd08629089b84815de11a1f4ea?cid=774b29d4f13844c495f206cafdad9c86,0ediUKWSLv3mfllQxK8uGj,"['reggae', 'ska']",[],
Unicorn Odyssey,The Falcon,"punk, punk_rock, ska",Punk,0.518,0.977,0.328,0.0077,182.384,https://p.scdn.co/mp3-preview/3f5ee8bd2c8a90e5eb37e81e744b1813f6be1bf9?cid=774b29d4f13844c495f206cafdad9c86,6EbkeUGJxhibnOMtX8dNRJ,"['punk', 'punk_rock', 'ska']",[],
Bottomed Out,The Suicide Machines,"punk, ska",Punk,0.346,0.973,0.425,0.00121,168.052,https://p.scdn.co/mp3-preview/08639b5f9bb5e62e404de2c3f4e5d40333c435f9?cid=774b29d4f13844c495f206cafdad9c86,1GpppAw36SOFr1rirkJ1M6,"['punk', 'ska']",[],
Lonely One,The Dirty Heads,ska,,0.722,0.833,0.747,0.0761,154.034,https://p.scdn.co/mp3-preview/bce57fdee9a6f48fbc41f5eca677b0f0d4ed05ab?cid=774b29d4f13844c495f206cafdad9c86,0EA74NvqavFHQ8enxtFSZA,['ska'],[],
Gigante,Sergent Garcia,"reggae, ska",,0.689,0.871,0.744,0.0311,97.273,https://p.scdn.co/mp3-preview/25a60a982ee5d185154b2cc72e3c3dd94a8e0e2b?cid=774b29d4f13844c495f206cafdad9c86,2UzAjgd2j49iAVmXoV8OCE,"['reggae', 'ska']",[],
Phoenix City,Roland Alphonso,ska,,0.752,0.665,0.692,0.401,128.407,https://p.scdn.co/mp3-preview/952a42309143d8aae5aec7811b37b531fabab4d6?cid=774b29d4f13844c495f206cafdad9c86,2xgbJBO6x5wozX46kyySle,['ska'],[],
Four Chord Wonder,The Ataris,"punk, emo, ska",,0.522,0.951,0.329,0.00775,120.029,https://p.scdn.co/mp3-preview/e1a537a9a42ed854ff7760c43232b0627913ec32?cid=774b29d4f13844c495f206cafdad9c86,4eexqOaRoHWmV6BGw1bRKG,"['punk', 'emo', 'ska']",[],
Los Condenaditos,Los Fabulosos Cadillacs,ska,Latin,0.696,0.618,0.7,0.184,149.911,https://p.scdn.co/mp3-preview/619206a8e6dbcbd07f2b0686d9dad66e38281d3a?cid=774b29d4f13844c495f206cafdad9c86,01X9UOK6FXQlRctXVo7rAH,['ska'],[],
Bridge and Tunnel Authority,Less Than Jake,ska,,0.623,0.902,0.317,0.000373,194.631,https://p.scdn.co/mp3-preview/b2218a7c50411e632642b06e972f1433f601c2dc?cid=774b29d4f13844c495f206cafdad9c86,2KUqtA3WwfnckXO0y8tB3S,['ska'],[],
mouvement,Irie Révoltés,"reggae, ska",Reggae,0.893,0.759,0.741,0.166,189.97,https://p.scdn.co/mp3-preview/bdd2b26bac72f613af94921ba82d59570c83490a?cid=774b29d4f13844c495f206cafdad9c86,0qnQfY2x6r03yHglqODFCG,"['reggae', 'ska']",[],
Never Be,Mustard Plug,ska,Reggae,0.813,0.911,0.474,0.0291,178.213,https://p.scdn.co/mp3-preview/7a2aac36d7a9d2b358ef504ec1b754cbea5d6c88?cid=774b29d4f13844c495f206cafdad9c86,0eBVeiSDm8eZFnAVdj7ZyO,['ska'],[],
Throw The Brick,Less Than Jake,ska,,0.635,0.976,0.46,0.000277,121.791,https://p.scdn.co/mp3-preview/bfc688ddfa742748506564fad446794d3e6fab7f?cid=774b29d4f13844c495f206cafdad9c86,2XBcvwUekWLoCixAhISa7N,['ska'],[],
Harry May,The Business,"punk, ska",,0.52,0.944,0.185,0.0317,84.3,https://p.scdn.co/mp3-preview/62eea74dacc549242e6a238a6a13cc5bd60c419d?cid=774b29d4f13844c495f206cafdad9c86,2a88m8MbOyDUaYMpkR1jhj,"['punk', 'ska']",[],
Puto Alcohol,Skalariak,ska,Reggae,0.588,0.981,0.399,0.0297,197.828,https://p.scdn.co/mp3-preview/59ee86c7a6317bf1c14b6601d8e6988c6003c0c5?cid=774b29d4f13844c495f206cafdad9c86,1AUZCXQADulltGb00t1AUx,['ska'],[],
No Competition,Babylon Circus,"alternative, reggae, ska",Reggae,0.786,0.942,0.715,0.182,121.923,https://p.scdn.co/mp3-preview/4be940502a61b1f0fd740a0809a6172d9ad89913?cid=774b29d4f13844c495f206cafdad9c86,1xLVtgaC3N8IB33Ec6n0yL,"['alternative', 'reggae', 'ska']",[],
Mercy Mary,Bizzy Bone,"rap, hip_hop, ska",Rap,0.659,0.803,0.632,0.0377,90.028,https://p.scdn.co/mp3-preview/f83c4d586c9f7e654bde0a6679f66b19127f6662?cid=774b29d4f13844c495f206cafdad9c86,52mweIvRXf2qmsfCqV69Xs,"['rap', 'hip_hop', 'ska']",[],
Trip and Fall,The Planet Smashers,ska,Reggae,0.964,0.889,0.668,0.00571,163.906,https://p.scdn.co/mp3-preview/623c9c3f57c02de135be0827404e57b63968bbc2?cid=774b29d4f13844c495f206cafdad9c86,4Nmy3fXPHSMuZ1EoxpmY0M,['ska'],[],
John Jones,Rudy Mills,"reggae, ska",Reggae,0.917,0.664,0.767,0.653,81.36,https://p.scdn.co/mp3-preview/5416ba9295b04290304b6d5c87444014d5a5b2a9?cid=774b29d4f13844c495f206cafdad9c86,0q549WuGqEqNOykFBnMV6I,"['reggae', 'ska']",[],
Mim Quer Tocar,Ultraje A Rigor,"rock, 80s, ska",,0.805,0.808,0.612,0.0268,142.547,https://p.scdn.co/mp3-preview/67129dae63773ac30abfc69037747247d7b7f917?cid=774b29d4f13844c495f206cafdad9c86,0aM0uFSvh3OS2U3VN8qIGz,"['rock', '80s', 'ska']",[],
Ska Robot Army,The Aquabats,ska,Reggae,0.899,0.878,0.517,0.00731,167.138,https://p.scdn.co/mp3-preview/3bc885a04a8015f41bdc0e440e11d69ab892d46d?cid=774b29d4f13844c495f206cafdad9c86,0zm0dVSLajR8vUhmm14Ulh,['ska'],[],
Bedroom Eyes,Natty,"alternative, mellow, ska",,0.849,0.772,0.734,0.216,123.142,https://p.scdn.co/mp3-preview/b807406aa5a852ab728a1e5835ea59139b97a1d4?cid=774b29d4f13844c495f206cafdad9c86,01POuaEZ1a3kZ3vuIiZ3zK,"['alternative', 'mellow', 'ska']",['mellow'],mellow
Swing And Dine,The Melodians,"reggae, ska",Reggae,0.493,0.309,0.772,0.0961,74.912,https://p.scdn.co/mp3-preview/4ada6329c1ef030c8fe1818ee8f6c1ed7fb7a626?cid=774b29d4f13844c495f206cafdad9c86,0f2GaDYpowiPciUwsp5G1s,"['reggae', 'ska']",[],
Jig,Reel Big Fish,ska,,0.598,0.458,0.643,0.0172,98.049,https://p.scdn.co/mp3-preview/c779ab1c0f145df95bfdc61cc0a8dfaee2d858cf?cid=774b29d4f13844c495f206cafdad9c86,0rLrrFiPOGeaLrUghyb7GB,['ska'],[],
Baú,Mombojó,"alternative, ska",,0.163,0.307,0.41,0.197,60.478,https://p.scdn.co/mp3-preview/2b8f91c0f89a7db4de11e4b3434725c6267dc4da?cid=774b29d4f13844c495f206cafdad9c86,24HyIX45Oz9V0SsbpQPcbQ,"['alternative', 'ska']",[],
La Flama,Obrint Pas,ska,Reggae,0.345,0.727,0.389,0.733,88.138,https://p.scdn.co/mp3-preview/85ea891c4a3903006ef88d62ba9909d07ab4e32c?cid=774b29d4f13844c495f206cafdad9c86,0aENIvEJUxLFyXIFPIrKJ8,['ska'],[],
Full Speed,Mike Pinto,"reggae, ska",,0.45,0.284,0.653,0.463,87.123,https://p.scdn.co/mp3-preview/c6657d63f7cd043a43ab5701b8b98803daa26b9b?cid=774b29d4f13844c495f206cafdad9c86,3kdnDXYp6Q3Slz9jXCScTc,"['reggae', 'ska']",[],
Beat Crazy,Joe Jackson,"rock, new_wave, ska",,0.541,0.901,0.42,0.00441,156.751,https://p.scdn.co/mp3-preview/deab4776510edb866dfcfedafd8cafbc57dacf2a?cid=774b29d4f13844c495f206cafdad9c86,0HCMkWlGfWKGDH8LNojGrl,"['rock', 'new_wave', 'ska']",[],
The Life Of The Party Has Left The Building,Less Than Jake,ska,Reggae,0.869,0.948,0.661,0.148,97.853,https://p.scdn.co/mp3-preview/9fdccb21e160353e64bf94a3d526560101b54a93?cid=774b29d4f13844c495f206cafdad9c86,0yIwYymPiRMecCdy7jBX4U,['ska'],[],
Imagina,Genitallica,"rock, alternative_rock, punk, punk_rock, ska",,0.541,0.904,0.456,0.00582,171.829,https://p.scdn.co/mp3-preview/f35f4c051cf146f65a2730758170b736824c2417?cid=774b29d4f13844c495f206cafdad9c86,5DXUNDxAyUnu0bmWsaHzsc,"['rock', 'alternative_rock', 'punk', 'punk_rock', 'ska']",[],
Ok Fred,Errol Dunkley,"reggae, ska",,0.904,0.503,0.712,0.738,93.253,https://p.scdn.co/mp3-preview/bce27022777012bb3cafb485512cd00a29c1ac6c?cid=774b29d4f13844c495f206cafdad9c86,0DUiQ19tntjBdkz8zzUtht,"['reggae', 'ska']",[],
Voice Alone,Big D And The Kids Table,ska,Reggae,0.421,0.633,0.661,0.0188,93.48,https://p.scdn.co/mp3-preview/f9a53d53b6310816dd9ff817dc87702ac5ac4cb2?cid=774b29d4f13844c495f206cafdad9c86,1PsRCKdtf8jcXqTdIRy1v7,['ska'],[],
We Go Together,Less Than Jake,"punk, cover, ska",,0.707,0.899,0.492,0.0331,136.656,https://p.scdn.co/mp3-preview/fbf102242d65c9986683c51c707b560f06b2a251?cid=774b29d4f13844c495f206cafdad9c86,1kkVIQeO2r2snEib4HbHlU,"['punk', 'cover', 'ska']",[],
Reggae Hit The Town,The Ethiopians,"reggae, ska",Reggae,0.763,0.491,0.751,0.262,154.894,https://p.scdn.co/mp3-preview/8860bfad1bcdfd95c204bed5771e29b8c0875392?cid=774b29d4f13844c495f206cafdad9c86,0KPwk8lLgDf4umnoVYxmTS,"['reggae', 'ska']",[],
Death Song,Choking Victim,"punk, ska",Rock,0.273,0.96,0.249,0.266,175.888,https://p.scdn.co/mp3-preview/a63d40cc635524cacec7622859d7d7d7c362d218?cid=774b29d4f13844c495f206cafdad9c86,4EeBnGb1ffKkBn0Qye7DVk,"['punk', 'ska']",[],
If This World Were Mine,Slightly Stoopid,"reggae, ska",,0.846,0.508,0.692,0.78,79.593,https://p.scdn.co/mp3-preview/ae71f5d947339eb35d4dec34f57cce9b75c63009?cid=774b29d4f13844c495f206cafdad9c86,22N6x2ejjmtIl3XwHiiclg,"['reggae', 'ska']",[],
B-Side,Mad Caddies,"rock, punk, punk_rock, ska",Rock,0.415,0.865,0.367,0.0026,156.107,https://p.scdn.co/mp3-preview/8e67a2d1f640cede4399e2764536e4f39883c623?cid=774b29d4f13844c495f206cafdad9c86,26yfjszmx5Ut5ptTHsuxLX,"['rock', 'punk', 'punk_rock', 'ska']",[],
Scare Him,Toots and The Maytals,"reggae, ska",,0.664,0.781,0.655,0.482,86.712,https://p.scdn.co/mp3-preview/0a3c4dd42d44d8278f5cce2b5ab0b50f42a6742a?cid=774b29d4f13844c495f206cafdad9c86,2hjutmzIceSNadun1XjGv3,"['reggae', 'ska']",[],
Pass It Over,Skaos,ska,Reggae,0.777,0.925,0.59,0.0075,98.749,https://p.scdn.co/mp3-preview/8af9876cac3132f023d84b6c73231c712ccfa8b5?cid=774b29d4f13844c495f206cafdad9c86,26eEAQEJyjN9cFlSv58ovx,['ska'],[],
95% of the World Is Third World,The Suicide Machines,"punk, ska",,0.894,0.951,0.67,0.0346,99.019,https://p.scdn.co/mp3-preview/3f410d0cfa52ec54545f079fe0374add56ea7115?cid=774b29d4f13844c495f206cafdad9c86,1TUlbh5GezsSJEDOpWcoGC,"['punk', 'ska']",[],
Worms Make Dirt,The Aquabats,"new_wave, reggae, ska",Reggae,0.597,0.613,0.643,0.00101,142.113,https://p.scdn.co/mp3-preview/11220c9d48427cdaa1a66002dfd237452b7c6fe8?cid=774b29d4f13844c495f206cafdad9c86,1GJD00f74tP4qkShkc8qgX,"['new_wave', 'reggae', 'ska']",[],
Tune In,311,"alternative, 90s, hip_hop, reggae, ska",,0.515,0.841,0.504,0.000796,92.779,https://p.scdn.co/mp3-preview/f091e657f80b7169ebfa27dccace8dcd06a5c33e?cid=774b29d4f13844c495f206cafdad9c86,0QmWjVGSApCnQeSxdE3pLj,"['alternative', '90s', 'hip_hop', 'reggae', 'ska']",[],
Free Time,The Aggrolites,"reggae, ska",Rock,0.883,0.683,0.741,0.135,91.576,https://p.scdn.co/mp3-preview/b70cf2079dff7f352b7400791b51d04d7cebc71d?cid=774b29d4f13844c495f206cafdad9c86,19FG153t1MdozcTZHi8guM,"['reggae', 'ska']",[],
Miss Michigan,Mustard Plug,ska,Reggae,0.915,0.939,0.4,0.204,206.779,https://p.scdn.co/mp3-preview/d375300ba2478ad302ded90b363f262d49cc1bf6?cid=774b29d4f13844c495f206cafdad9c86,07BSwhRtQqnGbj0dAVtsAZ,['ska'],[],
Small Pebble,Common Rider,"punk, ska",,0.882,0.793,0.501,0.0374,179.686,https://p.scdn.co/mp3-preview/665e1ecd86e0584f595eee81dd87f9f346d16f07?cid=774b29d4f13844c495f206cafdad9c86,0JFyWwmTJHSub4j0r2hxaT,"['punk', 'ska']",[],
